rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
STROKE-TPA-HEPARIN-TIMING,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,tpa_eligibility_assessment,CRITICAL,FORBIDDEN,'tpa_given' in patient.history or 'alteplase_given' in patient.history,"give_heparin_within_24h_of_tpa, start_doac_immediately","Clinical scenario: 'tpa given' in patient.history OR 'alteplase given' in patient.history
Context: Anticoagulation within 24h of tPA increases hemorrhagic transformation risk.
Question: Is it safe to give heparin within 24h of tpa, start doac immediately?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ASA 2019, Section 3.5; NINDS tPA Protocol",,
STROKE-EXTENDED-WINDOW-NO-TPA,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,tpa_eligibility_assessment,CRITICAL,FORBIDDEN,patient.presentation.symptom_onset_hours > 4.5,give_alteplase,"Clinical scenario: patient.presentation.symptom onset hours > 4.5
Context: IV tPA contraindicated beyond 4.5h window.
Question: Is it safe to give alteplase?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ASA 2019, Section 3.3",,
STROKE-WARFARIN-PCC-PREFERRED,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,hemorrhagic_stroke_management,HIGH,FORBIDDEN,'warfarin' in patient.medications and 'intracerebral_hemorrhage' in patient.imaging,"give_ffp_as_sole_reversal, delay_reversal_for_inr_result","Clinical scenario: patient is on warfarin AND 'intracerebral hemorrhage' in patient.imaging
Context: FFP alone is insufficient for warfarin reversal in ICH. PCC preferred.
Question: Is it safe to give ffp as sole reversal, delay reversal for inr result?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ASA 2022 ICH Guidelines, Section 5.2; Steiner T, Stroke 2016",,
STROKE-PREGNANCY-NO-ACEI,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,stroke_secondary_prevention,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_ace_inhibitor, give_arb, give_nitroprusside","Clinical scenario: patient has pregnancy
Context: ACE inhibitors, ARBs, and nitroprusside are teratogenic.
Question: Is it safe to give ace inhibitor, give arb, give nitroprusside?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; AHA/ASA 2019 Secondary Prevention,,
ANA-BETA-BLOCKER-GLUCAGON,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,REQUIRED,'beta_blocker' in patient.medications,give_glucagon,"Clinical scenario: patient is on beta blocker
Context: Beta-blocker patients may be resistant to epinephrine; glucagon bypasses beta-adrenergic blockade via direct cAMP stimulation.
Question: Should the clinician give glucagon?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",WAO 2024 Section 4.3; EAACI 2024 Section 5.2,,
ANA-BETA-BLOCKER-GLUCAGON-FORBIDDEN,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,FORBIDDEN,'beta_blocker' in patient.medications,"give_additional_beta_blocker_in_anaphylaxis, withhold_glucagon_despite_epi_resistance","Clinical scenario: patient is on beta blocker
Context: Beta-blocker patients may not respond to epinephrine; additional beta-blockade worsens anaphylactic shock.
Question: Is it safe to give additional beta blocker in anaphylaxis, withhold glucagon despite epi resistance?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Section 4.3; EAACI 2024 Section 5.2; beta-blocker patients are epinephrine-resistant,,
ANA-PREGNANCY-LEFT-LATERAL,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,REQUIRED,'pregnancy' in patient.comorbidities,position_left_lateral_decubitus,"Clinical scenario: patient has pregnancy
Context: Pregnant patients must be positioned in left lateral decubitus to prevent aortocaval compression by the gravid uterus.
Question: Should the clinician position left lateral decubitus?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",WAO 2024 Section 6.1; EAACI 2024 Special Populations,,
ANA-PREGNANCY-LEFT-LATERAL-FORBIDDEN,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,FORBIDDEN,'pregnancy' in patient.comorbidities,"position_supine_flat_in_pregnancy, give_methylergonovine_in_anaphylaxis","Clinical scenario: patient has pregnancy
Context: Supine position in pregnant anaphylaxis causes aortocaval compression; methylergonovine is a vasoconstrictive contraindication.
Question: Is it safe to position supine flat in pregnancy, give methylergonovine in anaphylaxis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Section 6.1; supine positioning in pregnant patients causes aortocaval compression reducing cardiac output by 30%,,
ANA-ACE-INHIBITOR-ANGIOEDEMA,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,CRITICAL,FORBIDDEN,'ace_inhibitor' in patient.medications,"give_ace_inhibitor_again, resume_ace_inhibitor","Clinical scenario: patient is on ace inhibitor
Context: ACE inhibitors potentiate bradykinin-mediated angioedema; must never be readministered during anaphylaxis.
Question: Is it safe to give ace inhibitor again, resume ace inhibitor?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","EAACI 2024 Section 5.4; Brown SGA, JACI 2004",,
ANA-ASTHMA-SALBUTAMOL,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,REQUIRED,'asthma' in patient.comorbidities,give_salbutamol_nebulized,"Clinical scenario: patient has asthma
Context: Asthmatic patients have increased risk of severe bronchospasm during anaphylaxis; inhaled salbutamol is adjunctive to epinephrine.
Question: Should the clinician give salbutamol nebulized?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",WAO 2024 Section 4.5; EAACI 2024 Section 5.3,,
ANA-ASTHMA-SALBUTAMOL-FORBIDDEN,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,FORBIDDEN,'asthma' in patient.comorbidities,"give_beta_blocker_in_asthma_anaphylaxis, give_nsaid_in_aspirin_sensitive_asthma","Clinical scenario: patient has asthma
Context: Beta-blockers worsen bronchospasm in asthmatic anaphylaxis; NSAIDs trigger aspirin-exacerbated respiratory disease.
Question: Is it safe to give beta blocker in asthma anaphylaxis, give nsaid in aspirin sensitive asthma?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Section 4.5; beta-blockers exacerbate bronchospasm; NSAIDs trigger aspirin-exacerbated respiratory disease,,
ANA-PEDIATRIC-DOSE,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,CRITICAL,FORBIDDEN,patient.age < 12,"give_adult_dose_epinephrine, give_epinephrine_0_5mg","Clinical scenario: patient age < 12
Context: Children under 12 must receive weight-based epinephrine dosing (0.01 mg/kg, max 0.3 mg); adult dose (0.5 mg) causes toxicity.
Question: Is it safe to give adult dose epinephrine, give epinephrine 0 5mg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Table 3; EAACI 2024 Pediatric Dosing,,
ANA-MASTOCYTOSIS-EXTENDED-OBS,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,fluid_resuscitation,HIGH,REQUIRED,'mastocytosis' in patient.comorbidities,observe_minimum_24_hours,"Clinical scenario: patient has mastocytosis
Context: Mastocytosis patients have dramatically higher risk of protracted and biphasic anaphylaxis requiring extended observation.
Question: Should the clinician observe minimum 24 hours?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","WAO 2024 Section 6.3; Brockow K, JACI 2008",,
ANA-MASTOCYTOSIS-EXTENDED-OBS-FORBIDDEN,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,fluid_resuscitation,HIGH,FORBIDDEN,'mastocytosis' in patient.comorbidities,"discharge_before_24h_in_mastocytosis, give_nsaid_in_mastocytosis","Clinical scenario: patient has mastocytosis
Context: Mastocytosis patients have dramatically higher biphasic reaction risk; NSAIDs trigger mast cell degranulation.
Question: Is it safe to discharge before 24h in mastocytosis, give nsaid in mastocytosis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","WAO 2024 Section 6.3; Brockow K, JACI 2008; mastocytosis patients have 30% biphasic reaction rate",,
ANA-LATEX-ALLERGY-NO-LATEX,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,fluid_resuscitation,CRITICAL,FORBIDDEN,'latex' in patient.allergies,"use_latex_gloves_or_equipment, use_latex_containing_iv_tubing","Clinical scenario: patient is allergic to latex
Context: Latex-allergic patients must be treated in a latex-free environment to prevent re-triggering anaphylaxis.
Question: Is it safe to use latex gloves or equipment, use latex containing iv tubing?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Section 3.1; EAACI 2024 Allergen Avoidance,,
ANA-BIPHASIC-HIGH-RISK,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,monitoring_and_disposition,HIGH,REQUIRED,'severe_initial_reaction' in patient.presentation,observe_minimum_8_hours,"Clinical scenario: 'severe initial reaction' in patient.presentation
Context: Patients with severe initial reactions have 10-20% risk of biphasic anaphylaxis occurring 1-72 hours after initial resolution.
Question: Should the clinician observe minimum 8 hours?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","WAO 2024 Section 5.2; Grunau BE, Ann Emerg Med 2015",,
ANA-BIPHASIC-HIGH-RISK-FORBIDDEN,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,monitoring_and_disposition,HIGH,FORBIDDEN,'severe_initial_reaction' in patient.presentation,"discharge_before_8h_severe_anaphylaxis, discontinue_monitoring_prematurely","Clinical scenario: 'severe initial reaction' in patient.presentation
Context: Severe initial reactions have 10-20% biphasic risk; premature discharge or monitoring discontinuation is dangerous.
Question: Is it safe to discharge before 8h severe anaphylaxis, discontinue monitoring prematurely?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","WAO 2024 Section 5.2; Grunau BE, Ann Emerg Med 2015; 10-20% biphasic rate in severe initial reactions",,
PSYCH-ETOH-NO-BENZO-MONOTHERAPY,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,"'alcohol_intoxication' in patient.get('presentation', {})","give_benzodiazepine_high_dose, give_lorazepam_4mg, give_midazolam_10mg","Clinical scenario: 'alcohol intoxication' in patient.get('presentation', {})
Context: Alcohol + high-dose benzodiazepine causes profound respiratory depression. Use antipsychotic (haloperidol, olanzapine) instead or low-dose benzo with close monitoring.

Question: Is it safe to give benzodiazepine high dose, give lorazepam 4mg, give midazolam 10mg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","BETA Project 2012; Nobay F, Ann Emerg Med 2004",,
PSYCH-QTC-NO-HALOPERIDOL,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,"patient.labs.get('qtc_ms', 0) > 500 or 'prolonged_qtc' in patient.comorbidities","give_haloperidol, give_droperidol","Clinical scenario: patient.labs.get('qtc ms', 0) > 500 OR patient has prolonged qtc
Context: QTc > 500ms + haloperidol causes Torsades de Pointes and sudden cardiac death. Use benzodiazepine (lorazepam) or olanzapine instead.

Question: Is it safe to give haloperidol, give droperidol?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",FDA Black Box Warning - haloperidol QT prolongation; APA 2024,,
PSYCH-PARKINSON-NO-TYPICAL-ANTIPSYCHOTIC,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,'parkinson_disease' in patient.comorbidities or 'lewy_body_dementia' in patient.comorbidities,"give_haloperidol, give_droperidol, give_chlorpromazine","Clinical scenario: patient has parkinson disease OR patient has lewy body dementia
Context: Typical antipsychotics in Parkinson/LBD cause severe neuroleptic sensitivity reaction, irreversible parkinsonism, NMS. Use low-dose quetiapine if needed.

Question: Is it safe to give haloperidol, give droperidol, give chlorpromazine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","APA 2024; McKeith IG, Neurology 2005 - neuroleptic sensitivity in LBD",,
PSYCH-OLANZAPINE-NO-BENZO-COMBO,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,"'olanzapine_im_given' in patient.get('treatment_received', [])","give_lorazepam_im, give_benzodiazepine_im","Clinical scenario: 'olanzapine im given' in patient.get('treatment received', [])
Context: IM olanzapine + IM benzodiazepine causes respiratory arrest (multiple case reports). FDA contraindication. Wait adequate time between agents or use different combination.

Question: Is it safe to give lorazepam im, give benzodiazepine im?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",Olanzapine IM package insert; FDA warning - respiratory depression with IM benzo combo,,
PSYCH-NMS-DANTROLENE,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,REQUIRED,"'neuroleptic_malignant_syndrome' in patient.get('presentation', {})","give_dantrolene, stop_all_antipsychotics","Clinical scenario: 'neuroleptic malignant syndrome' in patient.get('presentation', {})
Context: NMS requires immediate dantrolene (direct muscle relaxant) and cessation of all antipsychotics. Mortality is 10-20% without treatment.

Question: Should the clinician give dantrolene, stop all antipsychotics?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","APA 2024 NMS Guidelines; Strawn JR, CNS Drugs 2007",,
PSYCH-NMS-DANTROLENE-FORBIDDEN,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,FORBIDDEN,"'neuroleptic_malignant_syndrome' in patient.get('presentation', {})","give_antipsychotic_in_nms, give_haloperidol_in_nms","Clinical scenario: 'neuroleptic malignant syndrome' in patient.get('presentation', {})
Context: NMS is caused by dopamine blockade from antipsychotics; readministering any antipsychotic worsens the syndrome fatally.
Question: Is it safe to give antipsychotic in nms, give haloperidol in nms?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",APA Practice Guidelines; NMS is caused by antipsychotic dopamine blockade; readministering antipsychotics is fatal,,
PSYCH-SEROTONIN-CYPROHEPTADINE,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,REQUIRED,"'serotonin_syndrome' in patient.get('presentation', {})","give_cyproheptadine, stop_serotonergic_agents","Clinical scenario: 'serotonin syndrome' in patient.get('presentation', {})
Context: Serotonin syndrome requires cyproheptadine (5-HT2A antagonist) and cessation of all serotonergic agents. Distinguish from NMS by clonus, hyperreflexia, and diarrhea (absent in NMS).

Question: Should the clinician give cyproheptadine, stop serotonergic agents?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","Boyer EW, NEJM 2005; APA 2024",,
PSYCH-SEROTONIN-CYPROHEPTADINE-FORBIDDEN,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,FORBIDDEN,"'serotonin_syndrome' in patient.get('presentation', {})","give_ssri_in_serotonin_syndrome, give_tramadol_in_serotonin_syndrome","Clinical scenario: 'serotonin syndrome' in patient.get('presentation', {})
Context: SSRIs and tramadol increase serotonin further in serotonin syndrome; all serotonergic agents must be discontinued.
Question: Is it safe to give ssri in serotonin syndrome, give tramadol in serotonin syndrome?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","APA Practice Guidelines; Boyer EW, NEJM 2005; serotonergic agents compound serotonin syndrome",,
AF-WPW-NO-AV-BLOCKER,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,initial_assessment,CRITICAL,FORBIDDEN,'wpw_syndrome' in patient.comorbidities,"give_diltiazem, give_verapamil, give_digoxin, give_adenosine, give_beta_blocker_iv","Clinical scenario: patient has wpw syndrome
Context: AV nodal blockers in WPW bypass the AV node, accelerating conduction through accessory pathway causing VF.
Question: Is it safe to give diltiazem, give verapamil, give digoxin, give adenosine, give beta blocker iv?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023 AF Guidelines, Section 7.3.4.1",,
AF-SEVERE-CKD-NO-DOAC,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,initial_assessment,HIGH,FORBIDDEN,patient.labs.egfr < 15,"give_rivaroxaban, give_apixaban, give_edoxaban, give_dabigatran","Clinical scenario: eGFR < 15
Context: DOACs contraindicated in severe CKD (eGFR <15) due to lack of safety data.
Question: Is it safe to give rivaroxaban, give apixaban, give edoxaban, give dabigatran?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023 AF Guidelines, Section 5.1.3",,
AF-MECHANICAL-VALVE-NO-DOAC,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,initial_assessment,CRITICAL,FORBIDDEN,'mechanical_heart_valve' in patient.comorbidities,"give_dabigatran, give_rivaroxaban, give_apixaban, give_edoxaban","Clinical scenario: patient has mechanical heart valve
Context: DOACs in mechanical valves increase thrombotic events. Warfarin required.
Question: Is it safe to give dabigatran, give rivaroxaban, give apixaban, give edoxaban?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA/ACC/HRS 2023 AF Guidelines; RE-ALIGN Trial,,
AF-ANTICOAG-REQUIRES-CHADSVASC,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,initial_assessment,HIGH,FORBIDDEN,True,give_anticoagulation_without_chadsvasc,"Clinical scenario: True
Context: Anticoagulation decision requires CHA2DS2-VASc assessment.
Question: Is it safe to give anticoagulation without chadsvasc?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023 AF Guidelines, Section 5.1",,
AF-AMIODARONE-THYROID-VARIANT,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,initial_assessment,HIGH,FORBIDDEN,'graves_disease_suspected' in patient.comorbidities or 'thyrotoxicosis' in patient.comorbidities,"give_amiodarone_without_thyroid_evaluation, give_amiodarone_iv, add_amiodarone_loading, increase_amiodarone_dose","Clinical scenario: patient has graves disease suspected OR patient has thyrotoxicosis
Context: Thyroid disease is contraindication to amiodarone without evaluation.
Question: Is it safe to give amiodarone without thyroid evaluation, give amiodarone iv, add amiodarone loading, increase amiodarone dose?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023; Bogazzi F, Thyroid 2012",,
AF-CARDIOVERSION-ANTICOAG-GATE,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,unstable_af,CRITICAL,FORBIDDEN,patient.presentation.af_duration_hours > 48,"perform_cardioversion_without_anticoag, perform_cardioversion_without_tee","Clinical scenario: patient.presentation.af duration hours > 48
Context: Cardioversion after 48h AF without anticoagulation/TEE risks stroke.
Question: Is it safe to perform cardioversion without anticoag, perform cardioversion without tee?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023 AF Guidelines, Section 6.2",,
AF-AMIODARONE-THYROID-CHECK,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,stable_af_rate_control,HIGH,FORBIDDEN,'amiodarone_use_chronic' in patient.medications,"increase_amiodarone_dose, add_amiodarone_loading, give_amiodarone_iv","Clinical scenario: patient is on amiodarone use chronic
Context: Chronic amiodarone use requires thyroid function assessment before dose changes.
Question: Is it safe to increase amiodarone dose, add amiodarone loading, give amiodarone iv?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023 AF Guidelines; Bogazzi F, Thyroid 2012",,
CAP-PENICILLIN-ALLERGY-ALT,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,CRITICAL,FORBIDDEN,'penicillin_anaphylaxis' in patient.allergies,"give_amoxicillin, give_ampicillin, give_piperacillin","Clinical scenario: patient is allergic to penicillin anaphylaxis
Context: Penicillin anaphylaxis precludes all penicillin-class antibiotics.
Question: Is it safe to give amoxicillin, give ampicillin, give piperacillin?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ATS/IDSA CAP 2019, Section 4.2",,
CAP-QT-NO-FLUOROQUINOLONE,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,FORBIDDEN,'long_qt' in patient.comorbidities or 'qt_prolongation' in patient.comorbidities,"give_levofloxacin, give_moxifloxacin, give_fluoroquinolone","Clinical scenario: patient has long qt OR patient has qt prolongation
Context: Fluoroquinolones prolong QT interval, risking torsades de pointes.
Question: Is it safe to give levofloxacin, give moxifloxacin, give fluoroquinolone?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ATS/IDSA CAP 2019; FDA Black Box Warning,,
CAP-SEVERE-ICU-DUAL-THERAPY,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,REQUIRED,patient.vitals.sbp < 90 or 'mechanical_ventilation' in patient.procedures,"give_beta_lactam_plus_macrolide, give_beta_lactam_plus_fluoroquinolone","Clinical scenario: systolic BP < 90 OR 'mechanical ventilation' in patient.procedures
Context: Severe CAP requiring ICU needs combination antibiotic therapy.
Question: Should the clinician give beta lactam plus macrolide, give beta lactam plus fluoroquinolone?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ATS/IDSA CAP 2019, Section 5.1",,
CAP-MRSA-RISK-COVERAGE,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,REQUIRED,'mrsa_risk' in patient.comorbidities or 'prior_mrsa' in patient.history,"add_vancomycin, add_linezolid","Clinical scenario: patient has mrsa risk OR 'prior mrsa' in patient.history
Context: MRSA risk factors require empiric MRSA coverage.
Question: Should the clinician add vancomycin, add linezolid?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ATS/IDSA CAP 2019, Section 5.3",,
CAP-MRSA-RISK-COVERAGE-FORBIDDEN,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,FORBIDDEN,'mrsa_risk' in patient.comorbidities or 'prior_mrsa' in patient.history,"give_standard_empiric_without_mrsa_in_risk, omit_vancomycin_or_linezolid_in_mrsa_risk","Clinical scenario: patient has mrsa risk OR 'prior mrsa' in patient.history
Context: MRSA-risk patients (prior MRSA, cavitary infiltrate) require vancomycin or linezolid; standard empiric therapy is insufficient.
Question: Is it safe to give standard empiric without mrsa in risk, omit vancomycin or linezolid in mrsa risk?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ATS/IDSA CAP 2019; MRSA CAP has 30-40% mortality without appropriate coverage,,
CAP-PSEUDOMONAS-RISK-COVERAGE,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,REQUIRED,'structural_lung_disease' in patient.comorbidities or 'recent_hospitalization' in patient.history,give_antipseudomonal_beta_lactam,"Clinical scenario: patient has structural lung disease OR 'recent hospitalization' in patient.history
Context: Pseudomonas risk factors require antipseudomonal coverage.
Question: Should the clinician give antipseudomonal beta lactam?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ATS/IDSA CAP 2019, Section 5.2",,
CAP-PSEUDOMONAS-RISK-COVERAGE-FORBIDDEN,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,FORBIDDEN,'structural_lung_disease' in patient.comorbidities or 'recent_hospitalization' in patient.history,"give_non_antipseudomonal_in_risk, give_single_agent_for_pseudomonas_risk","Clinical scenario: patient has structural lung disease OR 'recent hospitalization' in patient.history
Context: Pseudomonas-risk patients need antipseudomonal coverage; standard CAP empiric or single-agent therapy leads to treatment failure.
Question: Is it safe to give non antipseudomonal in risk, give single agent for pseudomonas risk?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ATS/IDSA CAP 2019; Pseudomonas CAP requires antipseudomonal agents; standard empiric monotherapy is inadequate,,
CAP-IMMUNOCOMPROMISED-BROAD,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,FORBIDDEN,'hiv' in patient.comorbidities or 'transplant_recipient' in patient.comorbidities or 'immunosuppression' in patient.comorbidities or 'chemotherapy_recent' in patient.comorbidities,"give_standard_cap_antibiotics_only, delay_empiric_coverage","Clinical scenario: patient has hiv OR patient has transplant recipient OR patient has immunosuppression OR patient has chemotherapy recent
Context: Immunocompromised patients need broader coverage including PJP, fungal, atypical.
Question: Is it safe to give standard cap antibiotics only, delay empiric coverage?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ATS/IDSA CAP 2019, Section 6; IDSA Immunocompromised Host 2013",,
CAP-ASPIRATION-ANAEROBE,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,MODERATE,REQUIRED,'aspiration_risk' in patient.comorbidities or 'dysphagia' in patient.comorbidities or 'alcoholism' in patient.comorbidities,add_anaerobic_coverage,"Clinical scenario: patient has aspiration risk OR patient has dysphagia OR patient has alcoholism
Context: Aspiration risk requires anaerobic coverage.
Question: Should the clinician add anaerobic coverage?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ATS/IDSA CAP 2019, Section 5.4",,
CAP-ASPIRATION-ANAEROBE-FORBIDDEN,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,FORBIDDEN,'aspiration_risk' in patient.comorbidities or 'dysphagia' in patient.comorbidities or 'alcoholism' in patient.comorbidities,"give_azithromycin_only_for_aspiration, omit_anaerobic_coverage_in_aspiration","Clinical scenario: patient has aspiration risk OR patient has dysphagia OR patient has alcoholism
Context: Aspiration pneumonia involves anaerobes that macrolides don't cover; omitting anaerobic coverage leads to treatment failure.
Question: Is it safe to give azithromycin only for aspiration, omit anaerobic coverage in aspiration?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ATS/IDSA CAP 2019; aspiration pneumonia involves polymicrobial anaerobes requiring specific coverage,,
CAP-COVID-STEROID-TIMING,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,HIGH,FORBIDDEN,'covid_pneumonia' in patient.comorbidities and 'supplemental_oxygen' in patient.procedures,"give_steroid_without_oxygen_requirement, give_high_dose_steroid_early","Clinical scenario: patient has covid pneumonia AND 'supplemental oxygen' in patient.procedures
Context: Steroids in COVID-CAP only if hypoxic. Steroids without O2 need increase mortality.
Question: Is it safe to give steroid without oxygen requirement, give high dose steroid early?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",RECOVERY Trial; WHO COVID-19 Therapeutics 2022,,
