rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
STROKE-PREGNANCY-NO-ACEI,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,stroke_secondary_prevention,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_ace_inhibitor, give_arb, give_nitroprusside","Clinical scenario: patient has pregnancy
Context: ACE inhibitors, ARBs, and nitroprusside are teratogenic.
Question: Is it safe to give ace inhibitor, give arb, give nitroprusside?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; AHA/ASA 2019 Secondary Prevention,,
ANA-ACE-INHIBITOR-ANGIOEDEMA,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,CRITICAL,FORBIDDEN,'ace_inhibitor' in patient.medications,"give_ace_inhibitor_again, resume_ace_inhibitor","Clinical scenario: patient is on ace inhibitor
Context: ACE inhibitors potentiate bradykinin-mediated angioedema; must never be readministered during anaphylaxis.
Question: Is it safe to give ace inhibitor again, resume ace inhibitor?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","EAACI 2024 Section 5.4; Brown SGA, JACI 2004",,
ANA-PEDIATRIC-DOSE,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,CRITICAL,FORBIDDEN,patient.age < 12,"give_adult_dose_epinephrine, give_epinephrine_0_5mg","Clinical scenario: patient age < 12
Context: Children under 12 must receive weight-based epinephrine dosing (0.01 mg/kg, max 0.3 mg); adult dose (0.5 mg) causes toxicity.
Question: Is it safe to give adult dose epinephrine, give epinephrine 0 5mg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Table 3; EAACI 2024 Pediatric Dosing,,
ANA-LATEX-ALLERGY-NO-LATEX,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,fluid_resuscitation,CRITICAL,FORBIDDEN,'latex' in patient.allergies,"use_latex_gloves_or_equipment, use_latex_containing_iv_tubing","Clinical scenario: patient is allergic to latex
Context: Latex-allergic patients must be treated in a latex-free environment to prevent re-triggering anaphylaxis.
Question: Is it safe to use latex gloves or equipment, use latex containing iv tubing?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Section 3.1; EAACI 2024 Allergen Avoidance,,
PSYCH-ETOH-NO-BENZO-MONOTHERAPY,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,"'alcohol_intoxication' in patient.get('presentation', {})","give_benzodiazepine_high_dose, give_lorazepam_4mg, give_midazolam_10mg","Clinical scenario: 'alcohol intoxication' in patient.get('presentation', {})
Context: Alcohol + high-dose benzodiazepine causes profound respiratory depression. Use antipsychotic (haloperidol, olanzapine) instead or low-dose benzo with close monitoring.

Question: Is it safe to give benzodiazepine high dose, give lorazepam 4mg, give midazolam 10mg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","BETA Project 2012; Nobay F, Ann Emerg Med 2004",,
PSYCH-QTC-NO-HALOPERIDOL,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,"patient.labs.get('qtc_ms', 0) > 500 or 'prolonged_qtc' in patient.comorbidities","give_haloperidol, give_droperidol","Clinical scenario: patient.labs.get('qtc ms', 0) > 500 OR patient has prolonged qtc
Context: QTc > 500ms + haloperidol causes Torsades de Pointes and sudden cardiac death. Use benzodiazepine (lorazepam) or olanzapine instead.

Question: Is it safe to give haloperidol, give droperidol?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",FDA Black Box Warning - haloperidol QT prolongation; APA 2024,,
PSYCH-PARKINSON-NO-TYPICAL-ANTIPSYCHOTIC,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,'parkinson_disease' in patient.comorbidities or 'lewy_body_dementia' in patient.comorbidities,"give_haloperidol, give_droperidol, give_chlorpromazine","Clinical scenario: patient has parkinson disease OR patient has lewy body dementia
Context: Typical antipsychotics in Parkinson/LBD cause severe neuroleptic sensitivity reaction, irreversible parkinsonism, NMS. Use low-dose quetiapine if needed.

Question: Is it safe to give haloperidol, give droperidol, give chlorpromazine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","APA 2024; McKeith IG, Neurology 2005 - neuroleptic sensitivity in LBD",,
PSYCH-OLANZAPINE-NO-BENZO-COMBO,apa_agitation_management,APA 2024 Agitation Management Guidelines,pharmacologic_intervention,CRITICAL,FORBIDDEN,"'olanzapine_im_given' in patient.get('treatment_received', [])","give_lorazepam_im, give_benzodiazepine_im","Clinical scenario: 'olanzapine im given' in patient.get('treatment received', [])
Context: IM olanzapine + IM benzodiazepine causes respiratory arrest (multiple case reports). FDA contraindication. Wait adequate time between agents or use different combination.

Question: Is it safe to give lorazepam im, give benzodiazepine im?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",Olanzapine IM package insert; FDA warning - respiratory depression with IM benzo combo,,
PSYCH-NMS-DANTROLENE,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,REQUIRED,"'neuroleptic_malignant_syndrome' in patient.get('presentation', {})","give_dantrolene, stop_all_antipsychotics","Clinical scenario: 'neuroleptic malignant syndrome' in patient.get('presentation', {})
Context: NMS requires immediate dantrolene (direct muscle relaxant) and cessation of all antipsychotics. Mortality is 10-20% without treatment.

Question: Should the clinician give dantrolene, stop all antipsychotics?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","APA 2024 NMS Guidelines; Strawn JR, CNS Drugs 2007",,
PSYCH-NMS-DANTROLENE-FORBIDDEN,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,FORBIDDEN,"'neuroleptic_malignant_syndrome' in patient.get('presentation', {})","give_antipsychotic_in_nms, give_haloperidol_in_nms","Clinical scenario: 'neuroleptic malignant syndrome' in patient.get('presentation', {})
Context: NMS is caused by dopamine blockade from antipsychotics; readministering any antipsychotic worsens the syndrome fatally.
Question: Is it safe to give antipsychotic in nms, give haloperidol in nms?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",APA Practice Guidelines; NMS is caused by antipsychotic dopamine blockade; readministering antipsychotics is fatal,,
PSYCH-SEROTONIN-CYPROHEPTADINE,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,REQUIRED,"'serotonin_syndrome' in patient.get('presentation', {})","give_cyproheptadine, stop_serotonergic_agents","Clinical scenario: 'serotonin syndrome' in patient.get('presentation', {})
Context: Serotonin syndrome requires cyproheptadine (5-HT2A antagonist) and cessation of all serotonergic agents. Distinguish from NMS by clonus, hyperreflexia, and diarrhea (absent in NMS).

Question: Should the clinician give cyproheptadine, stop serotonergic agents?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","Boyer EW, NEJM 2005; APA 2024",,
PSYCH-SEROTONIN-CYPROHEPTADINE-FORBIDDEN,apa_agitation_management,APA 2024 Agitation Management Guidelines,nms_serotonin_syndrome,CRITICAL,FORBIDDEN,"'serotonin_syndrome' in patient.get('presentation', {})","give_ssri_in_serotonin_syndrome, give_tramadol_in_serotonin_syndrome","Clinical scenario: 'serotonin syndrome' in patient.get('presentation', {})
Context: SSRIs and tramadol increase serotonin further in serotonin syndrome; all serotonergic agents must be discontinued.
Question: Is it safe to give ssri in serotonin syndrome, give tramadol in serotonin syndrome?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","APA Practice Guidelines; Boyer EW, NEJM 2005; serotonergic agents compound serotonin syndrome",,
AF-WPW-NO-AV-BLOCKER,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,initial_assessment,CRITICAL,FORBIDDEN,'wpw_syndrome' in patient.comorbidities,"give_diltiazem, give_verapamil, give_digoxin, give_adenosine, give_beta_blocker_iv","Clinical scenario: patient has wpw syndrome
Context: AV nodal blockers in WPW bypass the AV node, accelerating conduction through accessory pathway causing VF.
Question: Is it safe to give diltiazem, give verapamil, give digoxin, give adenosine, give beta blocker iv?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023 AF Guidelines, Section 7.3.4.1",,
AF-MECHANICAL-VALVE-NO-DOAC,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,initial_assessment,CRITICAL,FORBIDDEN,'mechanical_heart_valve' in patient.comorbidities,"give_dabigatran, give_rivaroxaban, give_apixaban, give_edoxaban","Clinical scenario: patient has mechanical heart valve
Context: DOACs in mechanical valves increase thrombotic events. Warfarin required.
Question: Is it safe to give dabigatran, give rivaroxaban, give apixaban, give edoxaban?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA/ACC/HRS 2023 AF Guidelines; RE-ALIGN Trial,,
AF-CARDIOVERSION-ANTICOAG-GATE,atrial_fibrillation,AHA/ACC/HRS 2023 Atrial Fibrillation,unstable_af,CRITICAL,FORBIDDEN,patient.presentation.af_duration_hours > 48,"perform_cardioversion_without_anticoag, perform_cardioversion_without_tee","Clinical scenario: patient.presentation.af duration hours > 48
Context: Cardioversion after 48h AF without anticoagulation/TEE risks stroke.
Question: Is it safe to perform cardioversion without anticoag, perform cardioversion without tee?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC/HRS 2023 AF Guidelines, Section 6.2",,
CAP-PENICILLIN-ALLERGY-ALT,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,CRITICAL,FORBIDDEN,'penicillin_anaphylaxis' in patient.allergies,"give_amoxicillin, give_ampicillin, give_piperacillin","Clinical scenario: patient is allergic to penicillin anaphylaxis
Context: Penicillin anaphylaxis precludes all penicillin-class antibiotics.
Question: Is it safe to give amoxicillin, give ampicillin, give piperacillin?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ATS/IDSA CAP 2019, Section 4.2",,
CAP-SEVERE-ICU-ADMISSION,cap_pneumonia,IDSA/ATS Community-Acquired Pneumonia 2019,initial_assessment,CRITICAL,REQUIRED,patient.vitals.sbp < 90 or patient.vitals.respiratory_rate > 30,"admit_to_icu, give_iv_antibiotics_immediately","Clinical scenario: systolic BP < 90 OR patient.vitals.respiratory rate > 30
Context: Severe CAP with hemodynamic instability or respiratory failure requires ICU.
Question: Should the clinician admit to icu, give iv antibiotics immediately?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ATS/IDSA CAP 2019, Section 5.1",,
COPD-PNEUMOTHORAX-NO-NIV,copd_exacerbation,GOLD 2024 COPD Exacerbation Management,initial_assessment,CRITICAL,FORBIDDEN,'pneumothorax' in patient.comorbidities or 'pneumothorax' in patient.imaging,"initiate_niv, initiate_bipap, initiate_cpap","Clinical scenario: patient has pneumothorax OR 'pneumothorax' in patient.imaging
Context: NIV in pneumothorax causes tension pneumothorax.
Question: Is it safe to initiate niv, initiate bipap, initiate cpap?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GOLD COPD 2024, Section 5.3",,
GIB-VARICEAL-NO-NSAID,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,FORBIDDEN,'variceal_bleed' in patient.presentation or 'cirrhosis' in patient.comorbidities,"give_nsaid, give_aspirin, give_anticoagulation","Clinical scenario: 'variceal bleed' in patient.presentation OR patient has cirrhosis
Context: NSAIDs and anticoagulants worsen variceal bleeding in cirrhosis.
Question: Is it safe to give nsaid, give aspirin, give anticoagulation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACG GI Bleeding 2023; Baveno VII 2022,,
GIB-HEMODYNAMIC-INSTABILITY-RESUSCITATE,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,REQUIRED,patient.vitals.sbp < 90 or patient.vitals.heart_rate > 120,"establish_large_bore_iv, give_crystalloid_bolus, type_and_crossmatch","Clinical scenario: systolic BP < 90 OR patient.vitals.heart rate > 120
Context: Hemodynamic instability requires immediate resuscitation before endoscopy.
Question: Should the clinician establish large bore iv, give crystalloid bolus, type and crossmatch?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ACG GI Bleeding 2023, Section 3.1",,
GIB-MECHANICAL-VALVE-ANTICOAG,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,FORBIDDEN,'mechanical_heart_valve' in patient.comorbidities and 'warfarin' in patient.medications,"stop_anticoagulation_indefinitely, withhold_anticoagulation_without_bridge","Clinical scenario: patient has mechanical heart valve AND patient is on warfarin
Context: Mechanical valve patients need bridging; cannot hold anticoagulation indefinitely.
Question: Is it safe to stop anticoagulation indefinitely, withhold anticoagulation without bridge?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACG GI Bleeding 2023; AHA/ACC Valve 2020,,
GIB-UNSTABLE-RESUSCITATE-FIRST,gi_bleeding,ACG 2021 GI Bleeding Management,initial_assessment,CRITICAL,FORBIDDEN,patient.vitals.sbp < 90 and patient.vitals.heart_rate > 120,"proceed_to_endoscopy_without_resuscitation, delay_transfusion_for_endoscopy","Clinical scenario: systolic BP < 90 AND patient.vitals.heart rate > 120
Context: Hemodynamically unstable patients must be resuscitated before endoscopy.
Question: Is it safe to proceed to endoscopy without resuscitation, delay transfusion for endoscopy?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ACG GI Bleeding 2023, Section 3.1",,
ASTHMA-ASPIRIN-SENSITIVE-NO-NSAID,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,mild_moderate_treatment,CRITICAL,FORBIDDEN,'aspirin_sensitive_asthma' in patient.comorbidities or 'nsaid_sensitivity' in patient.comorbidities,"give_nsaid, give_aspirin, give_ibuprofen, give_ketorolac","Clinical scenario: patient has aspirin sensitive asthma OR patient has nsaid sensitivity
Context: NSAIDs and aspirin trigger severe bronchospasm in aspirin-exacerbated respiratory disease (AERD) via COX-1 inhibition and leukotriene overproduction.
Question: Is it safe to give nsaid, give aspirin, give ibuprofen, give ketorolac?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","GINA 2024 Section 2.4; Stevenson DD, JACI 2003",,
ASTHMA-PNEUMOTHORAX-NO-POSITIVE-PRESSURE,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,severe_treatment,CRITICAL,FORBIDDEN,'pneumothorax' in patient.comorbidities,"give_niv, give_bipap, give_cpap, give_positive_pressure_ventilation","Clinical scenario: patient has pneumothorax
Context: Positive pressure ventilation in pneumothorax causes tension pneumothorax and hemodynamic collapse; tube thoracostomy must precede positive pressure.
Question: Is it safe to give niv, give bipap, give cpap, give positive pressure ventilation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",GINA 2024 Section 4.3; BTS 2015 Spontaneous Pneumothorax Guidelines,,
ASTHMA-NEAR-FATAL-EPINEPHRINE,gina_asthma_exacerbation,GINA Asthma Exacerbation Management,near_fatal_treatment,CRITICAL,REQUIRED,state.severity_classification == 'near_fatal' or patient.vitals.spo2 < 85,give_epinephrine_im,"Clinical scenario: state.severity classification == 'near fatal' OR SpO2 < 85
Context: Near-fatal asthma with SpO2 <85% or imminent respiratory arrest requires IM epinephrine as rescue; bronchospasm prevents nebulized drug delivery.
Question: Should the clinician give epinephrine im?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",GINA 2024 Section 4.3; BTS/SIGN 2019 Asthma Guidelines,,
HTN-AORTIC-DISSECTION-BB-FIRST,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,BEFORE,'aortic_dissection' in patient.comorbidities,"give_iv_beta_blocker, give_vasodilator","Clinical scenario: patient has aortic dissection
Context: In aortic dissection, BB must precede vasodilators to prevent reflex tachycardia.
Question: Is the ordering/timing constraint (give iv beta blocker, give vasodilator) clinically appropriate?
[ ] Yes, correct  [ ] No, incorrect  [ ] Depends (explain)","Yes, correct",AHA 2017 Hypertensive Crisis; ESC Aortic Disease 2014,,
HTN-ECLAMPSIA-MAGNESIUM,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,REQUIRED,'eclampsia' in patient.comorbidities or 'preeclampsia_severe' in patient.comorbidities,"give_magnesium_sulfate, give_iv_labetalol_or_hydralazine","Clinical scenario: patient has eclampsia OR patient has preeclampsia severe
Context: Eclampsia/severe preeclampsia requires magnesium for seizure prophylaxis.
Question: Should the clinician give magnesium sulfate, give iv labetalol or hydralazine?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",ACOG 2020; AHA 2017 Hypertensive Crisis,,
HTN-ECLAMPSIA-MAGNESIUM-FORBIDDEN,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'eclampsia' in patient.comorbidities or 'preeclampsia_severe' in patient.comorbidities,"give_ace_inhibitor_in_eclampsia, give_nitroprusside_in_eclampsia","Clinical scenario: patient has eclampsia OR patient has preeclampsia severe
Context: ACE inhibitors are teratogenic contraindications in eclampsia; nitroprusside produces cyanide metabolites toxic to the fetus.
Question: Is it safe to give ace inhibitor in eclampsia, give nitroprusside in eclampsia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; ACE inhibitors are teratogenic; nitroprusside causes fetal cyanide toxicity,,
HTN-ECLAMPSIA-NO-ACEI,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_ace_inhibitor, give_arb, give_nitroprusside, give_enalaprilat","Clinical scenario: patient has pregnancy
Context: ACE inhibitors, ARBs, and nitroprusside are teratogenic.
Question: Is it safe to give ace inhibitor, give arb, give nitroprusside, give enalaprilat?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; FDA Pregnancy Category X,,
HTN-PHEOCHROMOCYTOMA-NO-BB-ALONE,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pheochromocytoma' in patient.comorbidities,"give_beta_blocker_alone, give_iv_metoprolol_without_alpha_block","Clinical scenario: patient has pheochromocytoma
Context: Beta-blockers alone in pheochromocytoma cause hypertensive crisis via unopposed alpha.
Question: Is it safe to give beta blocker alone, give iv metoprolol without alpha block?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",Endocrine Society 2014; AHA 2017,,
HTN-ECLAMPSIA-NO-ACEI-EXPANDED,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pregnancy' in str(patient.comorbidities) or 'preeclampsia' in str(patient.comorbidities),"give_ace_inhibitor, give_arb, give_nitroprusside, give_enalaprilat, give_enalapril, give_losartan","Clinical scenario: 'pregnancy' in str(patient.comorbidities) OR 'preeclampsia' in str(patient.comorbidities)
Context: ACE inhibitors, ARBs, and nitroprusside contraindicated in any pregnancy.
Question: Is it safe to give ace inhibitor, give arb, give nitroprusside, give enalaprilat, give enalapril, give losartan?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACOG 2020; FDA Pregnancy Category X,,
HTN-PHEOCHROMOCYTOMA-NO-BB-EXPANDED,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'pheochromocytoma' in str(patient.comorbidities),"give_beta_blocker_first, give_beta_blocker_alone, give_labetalol, give_metoprolol, give_propranolol, give_iv_metoprolol_without_alpha_block","Clinical scenario: 'pheochromocytoma' in str(patient.comorbidities)
Context: Any beta-blocker before alpha-blockade causes hypertensive crisis.
Question: Is it safe to give beta blocker first, give beta blocker alone, give labetalol, give metoprolol, give propranolol, give iv metoprolol without alpha block?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",Endocrine Society 2014; AHA 2017,,
HTN-AORTIC-DISSECTION-NO-THROMBOLYSIS,hypertensive_emergency,AHA/ACC 2017 Hypertension - Emergency Management,initial_assessment,CRITICAL,FORBIDDEN,'aortic_dissection' in str(patient.comorbidities) or 'marfan' in str(patient.comorbidities),"give_thrombolysis, give_anticoagulation_without_ruling_out_dissection, give_vasodilator_without_beta_blocker","Clinical scenario: 'aortic dissection' in str(patient.comorbidities) OR 'marfan' in str(patient.comorbidities)
Context: Aortic dissection is absolute contraindication to thrombolysis.
Question: Is it safe to give thrombolysis, give anticoagulation without ruling out dissection, give vasodilator without beta blocker?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA 2017; ESC Aortic Disease 2014,,
MENING-INITIAL-NO-DELAY-ABX-FOR-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,initial_assessment,CRITICAL,FORBIDDEN,"patient.presentation.get('delay_to_lp_minutes', 0) > 30",delay_antibiotics_for_lp,"Clinical scenario: patient.presentation.get('delay to lp minutes', 0) > 30
Context: Converted from unconditional: antibiotics must not be delayed for LP when LP will take >30 minutes; each hour of antibiotic delay increases mortality by 30%
Question: Is it safe to delay antibiotics for lp?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 2; Proulx N, QJM 2005",,
MENING-INITIAL-NO-DELAY-ABX-FOR-CT,idsa_meningitis,IDSA Bacterial Meningitis Management,initial_assessment,CRITICAL,FORBIDDEN,'focal_neuro_deficit' in patient.comorbidities or 'papilledema' in patient.exam_findings,delay_antibiotics_for_ct,"Clinical scenario: patient has focal neuro deficit OR 'papilledema' in patient.exam findings
Context: Converted from unconditional: when CT is indicated (focal deficits, papilledema), antibiotics must be given before CT; do not delay antibiotics for imaging
Question: Is it safe to delay antibiotics for ct?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 2; Hasbun R, NEJM 2001",,
MENING-EMPIRIC-NO-DELAY-FOR-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,"patient.presentation.get('delay_to_lp_minutes', 0) > 30",delay_antibiotics_for_lp,"Clinical scenario: patient.presentation.get('delay to lp minutes', 0) > 30
Context: Converted from unconditional: if LP will be delayed >30 min, antibiotics must be given first; each hour of delay increases mortality
Question: Is it safe to delay antibiotics for lp?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 3; Proulx N, QJM 2005",,
MENING-EMPIRIC-NO-DELAY-FOR-CT,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,'focal_neuro_deficit' in patient.comorbidities or 'papilledema' in patient.exam_findings,"delay_antibiotics_for_ct, delay_antibiotics_for_imaging","Clinical scenario: patient has focal neuro deficit OR 'papilledema' in patient.exam findings
Context: Converted from unconditional: when neuroimaging is needed (focal deficits, papilledema), antibiotics must not wait for CT/imaging results
Question: Is it safe to delay antibiotics for ct, delay antibiotics for imaging?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 3; Hasbun R, NEJM 2001",,
MENING-ABX-BEFORE-LP,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,patient.presentation.delay_to_lp_minutes > 30,"delay_antibiotics_for_lp, withhold_antibiotics_pending_lp","Clinical scenario: patient.presentation.delay to lp minutes > 30
Context: If LP will be delayed >30 minutes (CT needed, coagulopathy, etc.), antibiotics MUST be given immediately; each hour of delay increases mortality by 30%.
Question: Is it safe to delay antibiotics for lp, withhold antibiotics pending lp?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Section 3.1; Proulx N, QJM 2005",,
MENING-PENICILLIN-ALLERGY,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,'penicillin_anaphylaxis' in patient.allergies or 'penicillin_severe_allergy' in patient.allergies,"give_ampicillin_iv, give_ampicillin, give_penicillin, give_amoxicillin","Clinical scenario: patient is allergic to penicillin anaphylaxis OR patient is allergic to penicillin severe allergy
Context: Penicillin anaphylaxis prohibits ampicillin/penicillin; use trimethoprim-sulfamethoxazole or meropenem for Listeria coverage instead.
Question: Is it safe to give ampicillin iv, give ampicillin, give penicillin, give amoxicillin?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","IDSA 2024 Table 4; Tunkel AR, CID 2004",,
MENING-NEONATE-COVERAGE,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,REQUIRED,patient.age < 1,"add_ampicillin_and_aminoglycoside, give_ampicillin_iv, give_gentamicin_iv","Clinical scenario: patient age < 1
Context: Neonates require ampicillin (for Listeria and Group B Strep) plus aminoglycoside (for Gram-negative coverage); cephalosporin alone is insufficient.
Question: Should the clinician add ampicillin and aminoglycoside, give ampicillin iv, give gentamicin iv?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",IDSA 2024 Table 3; AAP Red Book 2024,,
MENING-NEONATE-COVERAGE-FORBIDDEN,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,FORBIDDEN,patient.age < 1,"give_adult_empiric_for_neonatal_meningitis, omit_ampicillin_in_neonatal_meningitis","Clinical scenario: patient age < 1
Context: Neonatal meningitis has different pathogens (GBS, E. coli, Listeria); adult empiric regimen misses these organisms.
Question: Is it safe to give adult empiric for neonatal meningitis, omit ampicillin in neonatal meningitis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",IDSA Meningitis 2004; neonatal meningitis requires ampicillin + gentamicin/cefotaxime for GBS and Listeria coverage,,
MENING-HSV-ENCEPHALITIS,idsa_meningitis,IDSA Bacterial Meningitis Management,empiric_antibiotics,CRITICAL,REQUIRED,'hsv_suspected' in patient.comorbidities or 'encephalitis_features' in patient.presentation,give_acyclovir_iv,"Clinical scenario: patient has hsv suspected OR 'encephalitis features' in patient.presentation
Context: If HSV encephalitis is suspected (temporal lobe findings, altered consciousness, seizures), IV acyclovir must be started empirically; untreated mortality is 70%.
Question: Should the clinician give acyclovir iv?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","IDSA 2024 Section 3.4; Whitley RJ, NEJM 1986",,
